City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,fortuna,40.5982,-124.1573,13.14,67,0,0.0,US,1698716447
366,tuy hoa,13.0833,109.3,25.94,89,100,3.28,VN,1698716403
367,yerofey pavlovich,53.9667,121.9667,-6.06,47,100,0.6,RU,1698716475
368,xapuri,-10.6517,-68.5044,27.47,57,52,1.14,BR,1698716464
369,cannonvale,-20.2833,148.7,25.66,51,6,3.68,AU,1698716476
370,hirtshals,57.5881,9.9592,4.21,79,100,9.66,DK,1698716477
371,madang,-5.2246,145.7966,26.61,81,100,1.64,PG,1698716477
372,luderitz,-26.6481,15.1594,15.72,52,3,4.15,NA,1698716477
373,zvecka,44.6389,20.1647,18.13,49,95,4.02,RS,1698716478
374,kill devil hills,36.0307,-75.676,22.21,78,0,4.12,US,1698716478
375,horta,38.5333,-28.6333,19.45,84,52,8.49,PT,1698716479
376,miyazu,35.5333,135.1833,14.11,51,0,0.83,JP,1698716479
377,petauke,-14.2426,31.3253,19.13,75,43,4.89,ZM,1698716479
378,eirunepe,-6.6603,-69.8736,24.88,82,100,0.61,BR,1698716480
379,chibougamau,49.9168,-74.3659,-6.21,86,0,2.57,CA,1698716407
380,xining,36.6167,101.7667,8.54,29,0,0.84,CN,1698716481
381,gorontalo,0.5412,123.0595,32.8,50,34,3.55,ID,1698716481
382,greymouth,-42.4667,171.2,15.53,61,52,4.18,NZ,1698716482
383,la'ie,21.6477,-157.9253,30.98,70,24,2.24,US,1698716482
384,gonabad,34.3529,58.6837,17.18,36,100,4.57,IR,1698716482
385,uray,60.1247,64.7758,-6.18,69,100,2.68,RU,1698716483
386,nyurba,63.2842,118.3319,-14.85,96,99,0.9,RU,1698716483
387,tsiombe,-25.3,45.4833,20.56,88,48,3.34,MG,1698716483
388,puerto san jose,13.9256,-90.8244,26.3,85,100,2.45,GT,1698716484
389,hopewell,37.3043,-77.2872,17.89,75,99,5.14,US,1698716238
390,oromocto,45.8351,-66.4792,2.62,100,100,3.09,CA,1698716485
391,anqing,30.5092,117.0506,24.65,38,1,1.96,CN,1698716485
392,taro,-8.3862,115.28,26.0,49,5,1.9,ID,1698716486
393,taoudenni,22.6783,-3.9836,29.75,11,5,3.8,ML,1698716486
394,olyokminsk,60.3736,120.4264,-7.72,56,100,1.44,RU,1698716487
395,nova sintra,14.8667,-24.7167,23.66,67,72,1.52,CV,1698716487
396,la rioja,42.25,-2.5,6.88,78,0,2.99,ES,1698716488
397,ta`u,-14.2336,-169.5144,26.93,79,34,10.98,AS,1698716488
398,anisoc,1.8658,10.7689,21.44,99,100,0.98,GQ,1698716488
399,st. john's,47.5649,-52.7093,2.04,93,100,2.57,CA,1698716198
400,jambi city,-1.6,103.6167,28.13,77,80,1.9,ID,1698716489
401,tralee,52.2704,-9.7026,10.05,88,88,1.89,IE,1698716489
402,cobija,-11.0267,-68.7692,27.03,56,57,1.67,BO,1698716490
403,necochea,-38.5473,-58.7368,8.09,66,4,3.71,AR,1698716490
404,kaduy,59.2,37.15,-3.7,97,79,1.0,RU,1698716491
405,aral,40.5156,81.2636,13.78,26,100,1.25,CN,1698716491
406,camana,-16.6228,-72.7111,19.37,86,57,4.59,PE,1698716492
407,durant,33.994,-96.3708,6.09,61,0,2.06,US,1698716250
408,vorgashor,67.5833,63.95,-10.39,95,100,4.02,RU,1698716492
409,puerto deseado,-47.7503,-65.8938,4.26,59,21,6.15,AR,1698716493
410,waddan,29.1614,16.139,20.78,47,92,3.4,LY,1698716493
411,boden,65.8252,21.6886,-14.0,91,19,1.38,SE,1698716494
412,arar,30.9753,41.0381,20.01,42,20,2.06,SA,1698716494
413,la serena,-29.9078,-71.2542,14.73,82,0,4.12,CL,1698716494
414,salihorsk,52.7876,27.5415,9.47,94,100,2.6,BY,1698716495
415,nakhodka,42.8333,132.8947,14.39,78,77,2.28,RU,1698716495
416,galesong,-5.3166,119.3661,32.01,59,9,1.67,ID,1698716495
417,mogadishu,2.0371,45.3438,27.09,76,68,2.53,SO,1698716496
418,maragogi,-9.0122,-35.2225,24.21,73,90,3.17,BR,1698716496
419,puerto baquerizo moreno,-0.9,-89.6,23.27,81,100,4.34,EC,1698716496
420,ust'-ilimsk,58.0006,102.6619,-9.76,94,49,1.79,RU,1698716497
421,kiama,-34.6833,150.8667,26.32,25,0,6.76,AU,1698716497
422,lazaro cardenas,17.9583,-102.2,26.66,86,13,1.76,MX,1698716498
423,igarka,67.4667,86.5833,-17.36,97,100,1.59,RU,1698716498
424,lihue,21.9789,-159.3672,28.58,71,40,4.12,US,1698716498
425,faya-largeau,17.9257,19.1043,25.41,19,0,8.43,TD,1698716499
426,novodvinsk,64.4165,40.8122,-8.45,97,69,1.94,RU,1698716500
427,les cayes,18.2,-73.75,27.01,84,100,1.33,HT,1698716500
428,bazarnyy karabulak,52.2683,46.4144,8.8,83,100,7.21,RU,1698716500
429,el sauzal de rodriguez,31.9,-116.6833,17.45,43,0,5.69,MX,1698716501
430,ketchikan,55.3422,-131.6461,6.99,75,0,1.54,US,1698716501
431,nushki,29.5542,66.0215,18.39,34,2,1.81,PK,1698716502
432,erenhot,43.6475,111.9767,4.07,62,16,1.02,CN,1698716502
433,ternate,0.8,127.4,28.99,66,16,2.28,ID,1698716503
434,padang,-0.9492,100.3543,26.94,83,100,0.91,ID,1698716503
435,lospalos,-8.5186,127.0025,29.91,54,70,4.9,TL,1698716504
436,louhans,46.6667,5.1667,10.15,94,100,0.89,FR,1698716505
437,bahir dar,11.5936,37.3908,15.18,93,100,1.39,ET,1698716505
438,tsetserleg,47.475,101.4542,3.87,52,100,2.33,MN,1698716505
439,pechora,65.1472,57.2244,-5.64,70,94,4.02,RU,1698716506
440,cozumel,20.5083,-86.9458,27.19,94,20,2.06,MX,1698716224
441,dalandzadgad,43.5708,104.425,8.04,59,88,4.13,MN,1698716506
442,benghazi,32.1167,20.0667,21.07,78,0,3.63,LY,1698716507
443,yei,4.095,30.6779,19.32,92,82,1.64,SS,1698716507
444,queenstown,-31.8976,26.8753,6.45,82,50,1.12,ZA,1698716508
445,mar del plata,-38.0023,-57.5575,11.72,62,0,3.58,AR,1698716305
446,polyarnyy,69.1989,33.4478,-5.57,94,100,6.13,RU,1698716508
447,hondomachi-hondo,32.45,130.2,18.57,54,0,2.15,JP,1698716509
448,whangarei,-35.7317,174.3239,17.65,98,99,3.0,NZ,1698716058
449,conde,-7.2597,-34.9075,23.7,88,0,2.57,BR,1698716510
450,pilsting,48.7,12.65,12.36,90,100,7.45,DE,1698716510
451,tangshan,39.6333,118.1833,17.44,66,14,2.8,CN,1698716510
452,murudeshwara,14.0943,74.4845,25.48,85,100,1.62,IN,1698716511
453,kirakira,-10.4544,161.9205,29.37,75,39,4.83,SB,1698716511
454,okha,53.5739,142.9478,3.48,71,41,8.91,RU,1698716512
455,dingras,18.1032,120.6967,29.86,58,75,2.57,PH,1698716512
456,tazacorte,28.629,-17.9293,22.54,94,0,2.24,ES,1698716512
457,thatta,24.7475,67.9235,26.33,40,0,3.3,PK,1698716513
458,saint croix,17.7397,-64.7388,28.25,80,40,5.14,VI,1698716513
459,guerrero negro,27.9769,-114.0611,21.87,45,0,4.77,MX,1698716507
460,kismayo,-0.3582,42.5454,26.44,81,19,3.25,SO,1698716514
461,hithadhoo,-0.6,73.0833,26.85,80,100,4.66,MV,1698716514
462,senanga,-16.1167,23.2667,21.15,76,100,3.42,ZM,1698716514
463,veracruz,19.3333,-96.6667,19.8,90,71,2.17,MX,1698716142
464,susuman,62.7833,148.1667,-13.34,94,85,0.45,RU,1698716515
465,conel,6.2022,125.1872,30.32,66,20,2.06,PH,1698716515
466,pierre,44.3683,-100.351,-1.19,64,75,11.32,US,1698716516
467,fomboni,-12.28,43.7425,26.61,75,13,2.42,KM,1698716516
468,kaohsiung,22.6163,120.3133,29.46,67,40,1.03,TW,1698716292
469,colonia,50.9333,6.95,11.99,85,100,7.72,DE,1698716517
470,dunbar,38.3606,-81.7374,7.68,96,100,0.89,US,1698716517
471,midvagur,62.0511,-7.1939,3.46,75,75,4.12,FO,1698716518
472,yamada,39.4667,141.95,16.86,59,0,1.29,JP,1698716518
473,adrar,20.5022,-10.0711,27.09,12,0,4.28,MR,1698716518
474,prata,-19.3072,-48.9242,23.99,78,100,2.52,BR,1698716519
475,gonzales,30.2385,-90.9201,13.32,81,100,4.63,US,1698716506
476,hoemul-li,41.4339,129.67,16.59,56,12,2.15,KP,1698716519
477,mariental,-24.6333,17.9667,17.27,20,0,3.68,NA,1698716520
478,fort st. john,56.2499,-120.8529,3.94,56,75,3.6,CA,1698716520
479,mirpur sakro,24.5474,67.6277,26.11,48,0,3.34,PK,1698716520
480,meadow lake,34.8014,-106.5436,6.71,59,0,1.48,US,1698716521
481,okhotsk,59.3833,143.3,-1.02,94,100,4.02,RU,1698716521
482,sandpoint,48.2766,-116.5533,3.36,69,0,0.45,US,1698716288
483,bardai,11.65,7.2333,23.57,26,97,3.74,NG,1698716522
484,paita,-5.0892,-81.1144,20.32,84,29,6.5,PE,1698716522
485,caluula,11.9661,50.7569,26.49,75,91,5.59,SO,1698716523
486,amahai,-3.3333,128.9167,29.88,65,48,2.39,ID,1698716523
487,rikaze,29.25,88.8833,4.34,50,1,1.35,CN,1698716523
488,new norfolk,-42.7826,147.0587,14.4,41,93,5.62,AU,1698716524
489,berezovyy,51.6667,135.7,1.8,30,100,3.82,RU,1698716524
490,salamanca,40.8333,-6.0,6.66,87,100,2.45,ES,1698716525
491,burgos,42.3394,-3.7079,8.23,87,100,7.2,ES,1698716525
492,kayangel,8.0823,134.7173,28.78,74,13,3.16,PW,1698716526
493,andergrove,-21.0833,149.1833,31.47,53,5,3.79,AU,1698716526
494,nelson,-41.2833,173.2833,19.55,59,29,2.18,NZ,1698716526
495,kuanda,56.3161,116.0806,-9.97,44,63,0.68,RU,1698716527
496,banda aceh,5.5577,95.3222,27.8,74,92,0.93,ID,1698716527
497,malanje,-9.5402,16.341,18.6,97,100,1.28,AO,1698716528
498,canutama,-6.5339,-64.3831,27.65,63,74,2.27,BR,1698716528
499,kavalerovo,44.2661,135.0572,15.86,74,6,0.89,RU,1698716529
500,malvan,16.0667,73.4667,25.89,78,37,1.97,IN,1698716529
501,dubbo,-32.25,148.6167,23.07,23,100,7.2,AU,1698716530
502,usinsk,65.9939,57.5281,-8.85,81,95,3.13,RU,1698716530
503,ayabaca,-4.6398,-79.7149,10.77,78,100,1.17,PE,1698716530
504,paracuru,-3.41,-39.0306,27.28,74,34,4.07,BR,1698716507
505,balqash,46.8481,74.995,8.33,93,100,5.0,KZ,1698716531
506,rizhao,35.4275,119.4553,21.95,51,2,6.49,CN,1698716532
507,sandnessjoen,66.0217,12.6316,-7.71,67,2,3.96,NO,1698716532
508,nelson bay,-32.7167,152.15,31.03,33,100,4.92,AU,1698716532
509,lincoln city,44.9582,-124.0179,13.08,69,4,2.63,US,1698716533
510,oriximina,-1.7656,-55.8661,27.8,59,96,1.57,BR,1698716533
511,presidente medici,-11.1753,-61.9014,26.17,70,58,3.89,BR,1698716345
512,sola,-13.8833,167.55,26.65,80,29,6.97,VU,1698716534
513,filadelfia,39.9523,-75.1638,12.25,80,100,7.2,US,1698716521
514,dudinka,69.4058,86.1778,-16.32,97,99,0.89,RU,1698716535
515,altamont,42.2068,-121.7372,8.91,33,0,2.57,US,1698716535
516,kidal,18.4411,1.4078,26.38,12,0,4.96,ML,1698716535
517,porto novo,6.4965,2.6036,26.17,85,79,1.49,BJ,1698716536
518,fort bragg,35.139,-79.006,22.91,65,0,3.6,US,1698716536
519,long beach,33.767,-118.1892,25.53,23,0,3.6,US,1698716496
520,timimoun,29.2639,0.231,25.73,19,7,2.5,DZ,1698716537
521,bay city,43.5945,-83.8889,1.18,66,0,3.6,US,1698716537
522,inari,68.906,27.0288,-7.89,95,99,1.67,FI,1698716538
523,whistler,50.1164,-122.9695,4.2,65,0,0.0,CA,1698716538
524,howard springs,-12.497,131.047,33.79,61,82,2.15,AU,1698716539
525,xinpu,34.5997,119.1594,23.57,43,0,5.39,CN,1698716539
526,qui nhon,13.7667,109.2333,25.75,89,100,4.62,VN,1698716540
527,ejura,7.3856,-1.3562,23.35,87,0,1.91,GH,1698716540
528,pandan,14.0453,124.1694,27.27,88,100,7.15,PH,1698716541
529,acapulco de juarez,16.8634,-99.8901,26.87,85,20,1.55,MX,1698716455
530,huarmey,-10.0681,-78.1522,19.8,87,38,3.34,PE,1698716542
531,vozhega,60.4725,40.2213,-6.47,99,93,0.88,RU,1698716542
532,cromer,52.9312,1.2989,7.82,86,27,2.76,GB,1698716542
533,santa marta de ortigueira,43.6833,-7.85,15.14,75,21,2.24,ES,1698716543
534,guajara mirim,-10.7828,-65.3394,24.67,68,36,1.28,BR,1698716274
535,tubarjal,30.4999,38.216,18.34,62,58,1.48,SA,1698716543
